TRUE,edriawana,gescialand,fleis flye,Hannah Conservative Institute,Independent ,Conservative Social Science ,fleis flye,craiya,eshistan,132.0 0.0 10.651977669771869 -290.0 2.0 35.96696429948099,166 E muchaecia Road
TRUE,craiya,spoy strela,iupreosal,Elizabeth Hard Science Think Tank,Independent ,Radical Left Hard Science ,iupreosal,ostryae,athon,235.0 22.0 8.18258281199234 -102.0 6.0 51.6291692435251,212 S staoz flurg
TRUE,craiya,pacren,East xapra,Mera Radical Right Institute,Religious Corporate ,Radical Right Social Science ,East xapra,echya,qotria,291.0 46.0 42.09460555451789 -98.0 16.0 0.7633315212349474,155 N craiya
TRUE,edriawana,spoy strela,rochein,Gene Foreign Policy Institute,Independent ,Radical Left Foreign Policy ,rochein,eshistan,vedrijan,0.0 38.0 50.09848409503046 -114.0 49.0 52.519876372874535,204uthiulor
TRUE,craiya,priestein,West stroum chus,Robert Social Science Research Institute,Corporate Government ,Radical Right Social Science ,West stroum chus,Griffinton,qotria,97.0 4.0 31.7945824426536 -115.0 0.0 57.90919294108885,129 S craiya Street
TRUE,craiya,East xusheurhiel,echya,Rose Foreign Policy Institute,Government ,Radical Right Foreign Policy ,echya,osnyae,Griffinton,89.0 26.0 13.853164563517826 -147.0 1.0 15.650734994626713,95 E iethana
TRUE,edriawana,atron,stiuca,Dorris Conservative Think Tank,Independent ,Conservative Social Science ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,edriawana,boclain,astrurg,Woolley Foreign Policy Institute,Government Religious ,Radical Right Foreign Policy ,astrurg,South craiya,greom clax,222.0 25.0 14.781518112888866 -133.0 4.0 32.4929047547203,22 S iupreosal Lane
TRUE,edriawana,claog fleau,swaeq sneau,Woolley Nationalist Research Institute,Independent ,Nationalist Social Science ,swaeq sneau,eshistan,jotra,138.0 23.0 58.47873570480548 -215.0 5.0 46.7120745445631,16 S snoera
TRUE,craiya,East xusheurhiel,fleisau,Carol Foreign Policy Council,Independent ,Radical Right Foreign Policy ,fleisau,bleuv smana,iupreosal,207.0 6.0 32.03341170524752 -261.0 59.0 43.27738666126135,87 E vedrijan Road
TRUE,edriawana,claog fleau,craorhiel,Paul Radical Left Research Institute,Government Religious Corporate ,Radical Left Hard Science ,craorhiel,apreyles,pacren,37.0 6.0 51.03066403597596 -315.0 11.0 29.14051199426344,298 N boclain Lane
TRUE,craiya,iupreosal,swaeq sneau,Jameson Neutral Council,Independent ,Neutral Foreign Policy ,swaeq sneau,stoydan,uthiulor,222.0 57.0 39.49472900906849 -199.0 37.0 56.00077575136102,32koflurg Road
TRUE,edriawana,priestein,snoera,Anna Social Science Watch,Corporate Corporate Religious ,Radical Left Social Science ,snoera,astrurg,othurg,358.0 58.0 0.0388548145097366 -105.0 33.0 0.344486486826445,95 E athon
TRUE,edriawana,friysil,craorhiel,Anna Social Science Research Institute,Independent ,Radical Right Social Science ,craorhiel,ewhurg,eshington,346.0 5.0 39.580806401569724 -168.0 38.0 18.415575989011685,299blaonia Street
TRUE,edriawana,zaspoassau,East othurg,Sophie Radical Right Institute,Independent ,Radical Right Hard Science ,East othurg,staoz flurg,priestein,101.0 49.0 13.586357847860652 -229.0 42.0 25.369971456824906,260 S ewhurg Street
TRUE,craiya,East xusheurhiel,fleisau,Terry Foreign Policy Watch,Government Government Religious ,Conservative Foreign Policy ,fleisau,swaeq sneau,iupreosal,232.0 36.0 51.52183555321252 -171.0 37.0 54.14306298749237,60 E bleuv smana Road
TRUE,craiya,East xusheurhiel,zaspoassau,Anna Social Science Council,Corporate ,Nationalist Social Science ,zaspoassau,boclain,stoydan,169.0 7.0 53.58272700032443 -123.0 51.0 24.707698397236964,265 N eshistan Lane
TRUE,edriawana,boclain,atron,Carol Radical Right Watch,Religious Religious Corporate ,Radical Right Social Science ,atron,Westerwynne,Westerwynne,209.0 45.0 16.104775452122134 -261.0 10.0 16.677160637360295,223 S priestein Lane
TRUE,craiya,priestein,West stroum chus,Rock Radical Right Think Tank,Corporate Corporate Religious ,Radical Right Foreign Policy ,West stroum chus,uthiulor,East gescialand,62.0 52.0 33.848970489883826 -165.0 15.0 5.434430746117731,316osken Street
TRUE,craiya,spoy strela,gescialand,Lee Foreign Policy Think Tank,Government Corporate ,Conservative Foreign Policy ,gescialand,uthiulor,iofliuland,334.0 21.0 35.83598608403981 -2.0 44.0 24.455990898699415,40 E osmurg
TRUE,craiya,East xusheurhiel,glaynia,Hannah Hard Science Institute,Government Government ,Neutral Hard Science ,glaynia,glaynia,osken,203.0 25.0 24.993161035048487 -264.0 56.0 32.5822495605412,356 E snoera
TRUE,craiya,muchaecia,blob skos,Rose Social Science Think Tank,Corporate Corporate ,Radical Left Social Science ,blob skos,gopruyvania,atren,184.0 23.0 55.91652893327087 -51.0 32.0 5.627657121230406,99 N atren Road
TRUE,craiya,muchaecia,blob skos,Elizabeth Neutral Watch,Government Corporate Government ,Neutral Social Science ,blob skos,xusheurhiel,atren,296.0 19.0 22.39463370769849 -252.0 28.0 7.455948970786959,89 E Griffinton Street
TRUE,craiya,priestein,West stroum chus,Darol Conservative Council,Corporate ,Conservative Foreign Policy ,West stroum chus,Griffinton,qotria,117.0 13.0 21.69646687399248 -300.0 36.0 46.219875825152556,218 S edriawana Lane
TRUE,edriawana,gescialand,fleis flye,Betsy Social Science Council,Government ,Radical Left Social Science ,fleis flye,iupreosal,xapra,260.0 10.0 11.482533063168436 -85.0 12.0 51.48016573071698,183atron Lane
TRUE,edriawana,stoydan,Griffinton,Elizabeth Foreign Policy Think Tank,Independent ,Nationalist Foreign Policy ,Griffinton,eshington,gopruyvania,234.0 40.0 13.320385971502779 -351.0 4.0 4.764821342267704,112snoera Lane
TRUE,craiya,priestein,West stroum chus,Paul Foreign Policy Think Tank,Independent ,Radical Left Foreign Policy ,West stroum chus,athon,fleisau,235.0 10.0 15.089856149189576 -203.0 29.0 17.84421374315493,105 S bleuv smana Lane
TRUE,edriawana,gescialand,uthiulor,Jason Hard Science Institute,Independent ,Radical Left Hard Science ,uthiulor,atren,iofliuland,6.0 16.0 15.847533610496974 -162.0 39.0 56.28979679719149,21 S boclain Lane
TRUE,edriawana,stoydan,North iethana,Gale Radical Left Think Tank,Government Religious ,Radical Left Social Science ,North iethana,muchaecia,rochein,105.0 30.0 42.296044845115276 -143.0 28.0 7.2102368060377415,309spoy strela
TRUE,edriawana,boclain,oskait,Elizabeth Radical Left Think Tank,Corporate Corporate Religious ,Radical Left Social Science ,oskait,claog fleau,fleisau,147.0 22.0 30.436026692747046 -52.0 59.0 1.6293443095409126,271 N North friysil Road
TRUE,craiya,iupreosal,astrurg,Borris Foreign Policy Research Institute,Independent ,Neutral Foreign Policy ,astrurg,xusheurhiel,treiria,135.0 6.0 1.60090223892048 -233.0 47.0 23.711232078437803,261 S ogrya Street
TRUE,edriawana,atron,sceuw chax,Lee Foreign Policy Think Tank,Independent ,Conservative Foreign Policy ,sceuw chax,oskait,craorhiel,35.0 10.0 12.312398814060527 -309.0 30.0 6.152166486863781,20jotra Lane
TRUE,edriawana,friysil,craorhiel,Hannah Radical Left Think Tank,Independent ,Radical Left Foreign Policy ,craorhiel,eshington,eshington,137.0 5.0 2.3596217923910134 -203.0 14.0 48.891151895294655,196 N Westerwynne Road
TRUE,edriawana,atron,claog fleau,Gene Conservative Council,Corporate Religious ,Conservative Social Science ,claog fleau,gescialand,West stroum chus,173.0 42.0 16.09723262875768 -34.0 31.0 40.40795537353863,98 E qotria
TRUE,edriawana,priestein,jotra,Dorris Nationalist Council,Government Religious ,Nationalist Social Science ,jotra,eshington,rochein,270.0 14.0 5.41120776495848 -227.0 21.0 49.092572500875,154osmurg Lane
TRUE,craiya,spoy strela,snoera,Darol Foreign Policy Council,Independent ,Neutral Foreign Policy ,snoera,Westerwynne,osken,9.0 18.0 41.21653215882129 -196.0 27.0 18.488804377784263,118 E South zaspoassau Street
TRUE,edriawana,spoy strela,blaonia,Dorris Foreign Policy Think Tank,Religious ,Radical Right Foreign Policy ,blaonia,East Highkeep,osnyae,165.0 11.0 43.16695516668703 -85.0 44.0 37.809215609531805,285 N priestein
TRUE,edriawana,xusheurhiel,West edriawana,Mera Hard Science Council,Religious ,Nationalist Hard Science ,West edriawana,greom clax,stroum chus,310.0 56.0 18.15639395428246 -326.0 21.0 43.63785838136085,357atren Lane
TRUE,craiya,muchaecia,blob skos,Ebzen Social Science Research Institute,Government Government ,Conservative Social Science ,blob skos,uthiulor,claog fleau,312.0 32.0 46.061593599709994 -60.0 23.0 37.41894482077032,323 E atren
TRUE,craiya,priestein,West stroum chus,Paul Radical Left Think Tank,Independent ,Radical Left Foreign Policy ,West stroum chus,vedrijan,othurg,142.0 12.0 55.05924760974984 -25.0 37.0 35.06534788480342,145 N greom clax
TRUE,edriawana,iofliuland,craiya,Gene Neutral Council,Corporate ,Neutral Social Science ,craiya,muchaecia,iofliuland,194.0 52.0 47.23110549885028 -35.0 15.0 23.501230554032155,99 E blob skos Street
TRUE,craiya,muchaecia,blob skos,Dorris Hard Science Think Tank,Government ,Neutral Hard Science ,blob skos,West osken,pruil shium,145.0 36.0 25.29212622961491 -298.0 32.0 49.377163849484056,285 S qotria Road
TRUE,craiya,priestein,West stroum chus,Terry Hard Science Council,Independent ,Radical Left Hard Science ,West stroum chus,vedrijan,othurg,31.0 8.0 48.1745695862612 -206.0 39.0 13.061431990309067,345 N craiya
TRUE,edriawana,xusheurhiel,iofliuland,Gene Hard Science Research Institute,Government Government Government ,Nationalist Hard Science ,iofliuland,atron,Griffinton,39.0 53.0 13.078852554047318 -209.0 26.0 2.6685592102387887,289 E echya Road
TRUE,craiya,East xusheurhiel,vedrijan,Elizabeth Foreign Policy Think Tank,Government Government ,Neutral Foreign Policy ,vedrijan,blob skos,jotra,259.0 24.0 56.1459399176838 -149.0 13.0 43.1918919455922,43 N stroum chus
TRUE,craiya,muchaecia,blob skos,Betsy Foreign Policy Institute,Independent ,Nationalist Foreign Policy ,blob skos,pacren,atren,140.0 7.0 7.167007277392564 -67.0 27.0 18.05547940005205,73 N swoe stror Road
TRUE,craiya,priestein,West stroum chus,Hannah Foreign Policy Watch,Corporate Corporate ,Nationalist Foreign Policy ,West stroum chus,stoydan,East gescialand,241.0 8.0 48.416213869634404 -242.0 50.0 24.24702343653741,257 N stroum chus Lane
TRUE,edriawana,claog fleau,gescialand,Darol Hard Science Research Institute,Independent ,Radical Right Hard Science ,gescialand,Griffinton,greom clax,168.0 59.0 55.488061193638245 -3.0 34.0 52.099117106920566,270 N edriawana
TRUE,edriawana,atron,sceuw chax,Borris Radical Right Institute,Corporate ,Radical Right Foreign Policy ,sceuw chax,muchaecia,treiria,296.0 21.0 44.41618704298249 -328.0 41.0 1.1958025984310168,113 S Highkeep Lane
TRUE,craiya,iupreosal,swaeq sneau,Carol Social Science Institute,Independent ,Conservative Social Science ,swaeq sneau,treiria,ostryae,207.0 34.0 11.267087698372313 -282.0 13.0 15.081510850396668,68 S qotria Road
TRUE,edriawana,friysil,craorhiel,Mera Radical Left Think Tank,Independent ,Radical Left Hard Science ,craorhiel,North steitho,odriasia,21.0 50.0 6.567152590015499 -24.0 14.0 46.781438061391945,244qotria Road
TRUE,edriawana,zaspoassau,atren,Terry Radical Right Council,Religious Corporate Religious ,Radical Right Hard Science ,atren,bleuv smana,steitho,172.0 20.0 46.698863979079796 -300.0 1.0 50.35303948172282,66 N atren Street
TRUE,edriawana,claog fleau,swaeq sneau,Rose Social Science Watch,Religious Corporate ,Radical Right Social Science ,swaeq sneau,eshistan,Griffinton,19.0 58.0 50.04502372609813 -359.0 29.0 26.993587030934165,8 S astrurg Road
TRUE,craiya,muchaecia,blob skos,Betsy Nationalist Institute,Independent ,Nationalist Hard Science ,blob skos,fleis flye,odriasia,74.0 23.0 30.47306478907979 -161.0 26.0 4.168498580507229,190 N South friysil
TRUE,edriawana,xusheurhiel,pruil shium,Dorris Neutral Think Tank,Independent ,Neutral Hard Science ,pruil shium,pacren,jotra,124.0 34.0 29.02975966353678 -10.0 8.0 30.8573507618753,294 E stroum chus Street
TRUE,craiya,iupreosal,ogrya,Carol Foreign Policy Watch,Independent ,Radical Right Foreign Policy ,ogrya,edriawana,North osnyae,290.0 59.0 12.780602234877177 -332.0 16.0 13.507253982851163,83 S othurg
TRUE,edriawana,xusheurhiel,ostryae,Jameson Social Science Institute,Independent ,Radical Right Social Science ,ostryae,craiya,friysil,26.0 28.0 49.46981218428213 -316.0 51.0 17.954113762816764,105 S stroum chus Lane
TRUE,craiya,iupreosal,glaynia,Gale Social Science Council,Government Corporate Government ,Nationalist Social Science ,glaynia,zaspoassau,North qotria,222.0 51.0 11.968165972464872 -80.0 44.0 37.592903546120674,63echya Lane
TRUE,craiya,iupreosal,ogrya,Mera Foreign Policy Research Institute,Religious ,Radical Left Foreign Policy ,ogrya,boclain,blaonia,200.0 59.0 32.98703050875622 -177.0 6.0 25.181512112257717,340qotria Street
TRUE,edriawana,claog fleau,koflurg,Hannah Conservative Watch,Independent ,Conservative Hard Science ,koflurg,priestein,steitho,352.0 21.0 14.866230407144059 -248.0 29.0 3.1307247673952494,52 N ostryae Road
TRUE,craiya,priestein,West stroum chus,Jameson Social Science Institute,Government ,Neutral Social Science ,West stroum chus,Griffinton,qotria,117.0 13.0 21.69646687399248 -300.0 36.0 46.219875825152556,218 S edriawana Lane
TRUE,craiya,muchaecia,blob skos,Terry Radical Right Institute,Corporate Religious ,Radical Right Hard Science ,blob skos,xusheurhiel,claog fleau,202.0 53.0 12.175138540810346 -268.0 11.0 54.10819900729816,11 N steitho
TRUE,craiya,muchaecia,blob skos,Terry Social Science Research Institute,Religious ,Conservative Social Science ,blob skos,rochein,snoera,319.0 25.0 26.931103362004805 -310.0 13.0 55.86079021187606,214 S iethana Street
TRUE,edriawana,priestein,fleis flye,Rock Foreign Policy Council,Religious Corporate ,Neutral Foreign Policy ,fleis flye,spoy strela,koflurg,348.0 7.0 40.38920168199832 -272.0 33.0 3.5967029553502097,4 E West staoz flurg Street
TRUE,craiya,East xusheurhiel,bleuv smana,Jason Conservative Watch,Independent ,Conservative Foreign Policy ,bleuv smana,pruil shium,othurg,78.0 23.0 55.48174367136551 -286.0 42.0 31.948685681897885,62 S ewhurg Lane
TRUE,edriawana,boclain,atron,Mera Foreign Policy Think Tank,Government Corporate Government ,Radical Right Foreign Policy ,atron,friysil,East craiya,127.0 53.0 40.43271645265671 -332.0 2.0 32.907796831868346,350stiuca Road
TRUE,edriawana,atron,claog fleau,Dorris Foreign Policy Research Institute,Independent ,Conservative Foreign Policy ,claog fleau,swoe stror,Highkeep,247.0 58.0 41.428231601597055 -25.0 35.0 38.470170782769785,279astrurg Road
TRUE,edriawana,stoydan,eshistan,Borris Conservative Watch,Government Government Religious ,Conservative Hard Science ,eshistan,apreyles,jotra,88.0 34.0 29.783776559322085 -188.0 57.0 31.787548156338293,46 S East apreyles Road
TRUE,craiya,swaeq sneau,North snoera,James Neutral Think Tank,Independent ,Neutral Foreign Policy ,North snoera,othurg,fleisau,80.0 54.0 14.835702941860387 -0.0 27.0 13.487819271351585,39 S East ostryae Street
TRUE,edriawana,iofliuland,craiya,Carol Foreign Policy Watch,Independent ,Radical Right Foreign Policy ,craiya,edriawana,iofliuland,210.0 50.0 2.0632732724665805 -205.0 45.0 9.819963836504925,225 N vedrijan
TRUE,edriawana,atron,sceuw chax,Gale Hard Science Institute,Independent ,Neutral Hard Science ,sceuw chax,pruil shium,atren,225.0 46.0 7.360385349155212 -273.0 33.0 8.721170031076435,359 E xapra Road
TRUE,edriawana,zaspoassau,boclain,James Foreign Policy Think Tank,Independent ,Nationalist Foreign Policy ,boclain,fleis flye,astrurg,288.0 23.0 50.23420244099974 -109.0 43.0 52.3801127145877,143 N xusheurhiel Street
TRUE,edriawana,atron,sceuw chax,Rose Social Science Institute,Government ,Radical Right Social Science ,sceuw chax,South odriasia,iethana,239.0 11.0 0.7781263145449104 -334.0 12.0 36.275047677556884,295 N atron Lane
TRUE,edriawana,boclain,astrurg,Gale Radical Left Institute,Government ,Radical Left Foreign Policy ,astrurg,blaonia,greom clax,95.0 44.0 35.243774961454065 -53.0 55.0 20.92695245367759,113 N Highkeep
TRUE,craiya,pacren,pacren,Terry Radical Left Watch,Government Government Government ,Radical Left Foreign Policy ,pacren,claog fleau,qotria,8.0 14.0 0.43379119918279563 -299.0 21.0 57.18496027312236,131 S boclain Lane
TRUE,craiya,swaeq sneau,stroum chus,Woolley Social Science Watch,Religious Corporate Corporate ,Radical Right Social Science ,stroum chus,glaynia,blob skos,87.0 11.0 38.984074734617025 -249.0 53.0 53.98136898135295,146ogrya Road
TRUE,craiya,spoy strela,atron,Elizabeth Radical Left Council,Government Corporate Government ,Radical Left Foreign Policy ,atron,rochein,iupreosal,110.0 21.0 2.1020651595446367 -162.0 17.0 40.26280689318478,123iethana Street
TRUE,edriawana,gescialand,fleis flye,Mera Radical Right Institute,Government Religious Corporate ,Radical Right Social Science ,fleis flye,xusheurhiel,eshistan,95.0 42.0 32.878949672874604 -247.0 35.0 13.97563765935138,33 N swoe stror Lane
TRUE,edriawana,xusheurhiel,muchaecia,Anna Radical Left Research Institute,Independent ,Radical Left Foreign Policy ,muchaecia,koflurg,blaonia,286.0 16.0 14.850955867434417 -214.0 59.0 46.124729105351015,236 N astrurg Street
TRUE,edriawana,stoydan,North iethana,Mera Radical Left Think Tank,Government ,Radical Left Foreign Policy ,North iethana,qotria,osnyae,76.0 56.0 14.221450402327891 -192.0 29.0 40.11508334785221,307 S iofliuland Lane
TRUE,edriawana,friysil,craorhiel,Hannah Hard Science Research Institute,Corporate Religious Religious ,Conservative Hard Science ,craorhiel,gopruyvania,zaspoassau,171.0 51.0 14.19945259048399 -77.0 40.0 1.721103391216576,176 S edriawana
